timestamp,fid,raw_fps,loop_fps,total_ms,read_ms,vision_ms,vision_total_ms,seg_infer_ms,seg_post_ms,det_infer_ms,det_post_ms,ocr_ms,command_ms,planner_draw_ms,serial_ms,runtime_status_ms,hud_ms,display_ms,npu_load,npu_freq_mhz,cpu_usage_percent,cpu_max_core_percent,gpu_load_percent,gpu_freq_mhz,cpu_temp_c,loadavg_1m
1783750851.816326,14842,22.26,3.36,153.23,0.63,144.13,144.11,14.43,128.54,108.25,0.05,0.16,0.80,,0.08,8.00,,,100,1000.0,75.3,98.3,43.0,1000.0,74.8,10.86
1783750852.422017,14848,20.37,3.80,456.35,21.68,455.26,455.24,87.25,344.41,166.80,0.05,0.10,0.75,,0.20,8.00,,,100,1000.0,75.3,98.3,43.0,1000.0,74.8,10.86
1783750852.923847,14858,21.88,3.80,501.08,0.52,418.71,418.69,72.52,334.91,176.13,0.05,0.42,1.78,,0.13,16.32,,,100,1000.0,72.8,94.6,35.0,1000.0,74.8,10.86
1783750853.194891,14869,6.96,3.80,124.63,12.90,123.74,123.72,30.87,77.87,67.29,0.05,0.10,0.68,,0.07,25.60,,,100,1000.0,72.8,94.6,35.0,1000.0,74.8,10.86
1783750853.431260,14872,23.46,3.96,233.12,2.40,213.35,213.32,15.88,197.05,100.64,0.06,0.16,19.49,,0.07,25.60,,,100,1000.0,72.8,94.6,35.0,1000.0,74.8,10.86
1783750853.853073,14876,17.10,3.96,421.03,0.52,383.10,383.07,59.25,313.83,200.49,0.10,0.11,0.76,,0.20,36.26,,,100,1000.0,75.6,96.1,37.0,1000.0,75.8,10.86
1783750854.121945,14884,18.35,3.96,253.85,11.67,232.52,232.49,85.93,134.73,92.25,0.06,9.93,0.81,,10.54,36.26,,,100,1000.0,75.6,96.1,37.0,1000.0,75.8,10.86
1783750854.368208,14889,18.73,3.96,233.13,10.03,218.40,218.38,77.82,140.18,181.30,0.05,0.20,0.92,,0.11,13.45,,,100,1000.0,75.6,96.1,37.0,1000.0,75.8,10.86
1783750854.990569,14897,12.00,3.88,431.43,0.48,397.44,397.41,47.23,348.72,151.67,0.06,0.11,21.69,,12.15,13.45,,,100,1000.0,72.7,94.3,30.0,1000.0,74.8,10.86
1783750855.246502,14906,20.14,3.88,240.57,11.59,201.39,201.37,90.57,110.31,176.01,0.05,0.28,13.81,,3.54,21.48,,,100,1000.0,72.7,94.3,30.0,1000.0,74.8,10.86
1783750855.627697,14908,7.29,3.43,347.32,33.55,345.50,345.47,55.15,287.56,141.62,0.06,0.22,1.45,,0.10,21.48,,,100,1000.0,72.7,94.3,30.0,1000.0,74.8,10.86
1783750855.890265,14921,25.95,3.43,69.14,0.51,68.10,68.08,21.09,40.45,67.16,0.06,0.12,0.79,,0.09,5.10,,,100,1000.0,76.2,97.4,32.0,1000.0,74.8,10.55
1783750856.490624,14924,13.11,3.43,447.05,16.55,445.58,445.55,101.92,332.72,233.41,0.05,0.30,0.89,,0.24,5.10,,,100,1000.0,76.2,97.4,32.0,1000.0,74.8,10.55
1783750856.984389,14929,11.02,3.69,487.23,6.20,470.98,470.95,60.46,399.85,207.53,0.05,1.00,1.12,,0.09,14.00,,,100,1000.0,76.2,97.4,32.0,1000.0,74.8,10.55
1783750857.204013,14940,7.73,3.69,87.29,13.67,79.34,79.31,31.70,41.64,78.98,0.07,0.18,0.74,,0.08,6.71,,,100,1000.0,76.1,96.3,37.0,1000.0,74.8,10.55
1783750857.660931,14945,26.80,3.69,327.44,11.77,317.34,317.31,129.01,167.19,225.99,0.05,0.10,0.75,,9.21,6.71,,,100,1000.0,76.1,96.3,37.0,1000.0,74.8,10.55
1783750858.301662,14951,18.27,3.80,639.85,0.59,619.83,619.81,112.51,487.24,186.55,0.05,0.21,14.42,,0.11,5.23,,,100,1000.0,76.1,96.3,37.0,1000.0,74.8,10.55
1783750858.512657,14966,13.59,3.80,63.14,0.48,62.08,62.05,15.05,40.19,61.42,0.06,0.10,0.79,,0.12,6.39,,,100,1000.0,74.7,95.5,35.0,1000.0,73.9,10.55
1783750858.944986,14968,31.22,3.80,431.41,0.49,417.74,417.72,36.18,378.25,129.66,0.06,0.11,13.45,,0.08,6.39,,,100,1000.0,74.7,95.5,35.0,1000.0,73.9,10.55
1783750859.528731,14977,17.75,4.07,414.03,7.06,384.02,384.00,86.93,276.42,163.01,0.05,0.24,24.29,,5.43,12.51,,,100,1000.0,74.7,95.5,35.0,1000.0,73.9,10.55
1783750859.811005,14987,13.51,4.07,92.83,14.08,91.77,91.74,40.56,44.94,89.61,0.06,0.10,0.79,,0.13,25.81,,,100,1000.0,76.7,97.6,32.0,1000.0,74.8,10.55
1783750860.041646,14988,10.67,4.07,229.72,0.48,219.65,219.62,15.56,203.72,137.57,0.05,0.10,9.86,,0.07,25.81,,,100,1000.0,76.7,97.6,32.0,1000.0,74.8,10.55
1783750860.297044,14993,19.72,4.07,231.55,14.07,198.93,198.91,110.33,88.27,117.00,0.05,0.10,20.84,,11.63,25.81,,,100,1000.0,76.7,97.6,32.0,1000.0,74.8,10.55
1783750860.892615,14996,12.73,3.67,591.41,3.86,490.96,490.93,71.34,400.03,182.66,0.05,0.19,93.50,,0.95,5.77,,,100,1000.0,76.7,97.6,32.0,1000.0,74.8,10.55
1783750861.144916,15015,24.08,3.67,85.27,24.42,84.03,84.01,30.00,53.71,75.25,0.05,0.11,0.99,,0.11,5.06,,,100,1000.0,74.4,96.2,28.0,1000.0,74.8,10.03
1783750861.655470,15018,14.19,3.67,439.30,0.46,396.70,396.68,63.66,322.80,164.39,0.10,0.10,23.84,,18.60,5.06,,,100,1000.0,74.4,96.2,28.0,1000.0,74.8,10.03
1783750861.858165,15028,21.82,3.67,183.69,9.54,166.43,166.40,34.71,131.40,69.40,0.05,0.20,0.68,,0.07,16.28,,,100,1000.0,74.4,96.2,28.0,1000.0,74.8,10.03
1783750862.228665,15033,23.69,4.49,343.18,23.63,294.93,294.91,100.23,194.25,188.86,0.05,9.99,38.14,,0.06,16.28,,,100,1000.0,74.4,96.2,28.0,1000.0,74.8,10.03
1783750862.662234,15045,26.94,4.49,251.63,0.67,207.45,207.43,15.20,191.93,139.14,0.05,0.09,40.19,,3.85,4.29,,,100,1000.0,71.1,94.7,34.0,1000.0,73.9,10.03
1783750862.999140,15049,15.27,4.49,326.66,0.48,324.98,324.95,112.22,193.75,199.45,0.05,0.21,1.34,,0.10,4.29,,,100,1000.0,71.1,94.7,34.0,1000.0,73.9,10.03
1783750863.475637,15056,21.37,4.01,475.56,0.45,465.96,465.94,45.25,409.94,160.60,0.06,0.38,2.77,,0.10,6.29,,,100,1000.0,71.1,94.7,34.0,1000.0,73.9,10.03
1783750863.721331,15069,24.80,4.01,83.54,0.55,68.02,67.99,15.38,48.24,67.64,0.07,0.11,0.82,,0.18,14.36,,,100,1000.0,74.5,97.6,34.0,1000.0,74.8,10.03
1783750864.086612,15070,10.42,4.01,352.87,12.05,315.10,315.07,119.19,183.60,223.60,0.07,0.13,19.18,,18.41,14.36,,,100,1000.0,74.5,97.6,34.0,1000.0,74.8,10.03
1783750864.589716,15077,17.30,3.59,451.45,32.66,386.38,386.36,80.44,287.02,133.45,0.05,0.23,27.26,,0.06,37.45,,,100,1000.0,74.5,97.6,34.0,1000.0,74.8,10.03
1783750864.791369,15086,19.31,3.59,187.01,14.17,150.57,150.55,64.93,69.89,88.78,0.05,0.22,10.47,,0.09,37.45,,,100,1000.0,71.0,95.6,36.0,1000.0,73.9,10.03
1783750865.340206,15096,29.70,3.59,379.83,0.53,326.57,326.54,14.35,311.86,129.87,0.05,0.10,23.84,,9.39,6.51,,,100,1000.0,71.0,95.6,36.0,1000.0,73.9,10.03
1783750865.591578,15102,15.40,3.99,241.55,9.47,201.81,201.79,65.45,117.52,158.52,0.05,0.23,21.55,,0.07,17.84,,,100,1000.0,71.0,95.6,36.0,1000.0,73.9,10.03
1783750866.011174,15108,22.75,3.99,397.39,21.89,353.24,353.22,84.26,268.20,110.17,0.05,0.21,39.63,,0.18,17.84,,,100,1000.0,70.8,98.0,37.0,1000.0,73.9,10.74
1783750866.361130,15122,21.27,3.99,129.34,27.71,123.54,123.52,55.24,58.21,86.07,0.05,0.10,5.54,,0.13,11.51,,,100,1000.0,70.8,98.0,37.0,1000.0,73.9,10.74
1783750866.686039,15125,22.98,3.65,323.71,0.82,322.38,322.36,20.54,301.45,134.16,0.05,0.11,0.72,,0.46,11.51,,,100,1000.0,70.8,98.0,37.0,1000.0,73.9,10.74
1783750867.203479,15134,25.24,3.65,484.63,14.44,275.00,274.97,50.82,223.78,138.49,0.06,0.25,0.81,,10.92,14.78,,,100,1000.0,70.5,90.2,31.0,1000.0,73.9,10.74
1783750867.512401,15145,22.06,3.65,294.87,13.78,277.20,277.18,47.72,222.58,182.04,0.05,6.58,10.93,,0.12,14.78,,,100,1000.0,70.5,90.2,31.0,1000.0,73.9,10.74
1783750867.729014,15151,18.11,3.84,105.18,23.52,104.11,104.08,45.30,47.73,53.73,0.06,0.19,0.76,,0.08,14.12,,,100,1000.0,70.5,90.2,31.0,1000.0,73.9,10.74
1783750868.271959,15154,14.61,3.84,406.47,0.45,396.31,396.29,53.28,342.69,106.02,0.05,0.12,0.85,,9.14,14.12,,,100,1000.0,72.8,94.0,33.0,1000.0,74.8,10.74
1783750868.786720,15160,13.81,3.78,486.87,18.29,424.76,424.74,114.95,309.22,120.60,0.06,10.44,19.31,,5.89,26.41,,,100,1000.0,72.8,94.0,33.0,1000.0,74.8,10.74
1783750869.011709,15172,23.79,3.78,207.50,14.70,107.81,107.79,34.05,73.44,54.47,0.05,0.24,1.39,,0.11,6.73,,,100,1000.0,72.5,94.3,34.0,1000.0,73.0,10.74
1783750869.249377,15180,20.46,3.78,90.16,0.47,76.18,76.15,15.34,60.43,68.14,0.11,0.11,12.46,,1.37,6.73,,,100,1000.0,72.5,94.3,34.0,1000.0,73.0,10.74
1783750869.755070,15182,15.47,3.78,466.61,15.95,456.47,456.44,52.52,403.54,174.41,0.08,0.15,0.84,,9.10,6.73,,,100,1000.0,72.5,94.3,34.0,1000.0,73.0,10.74
1783750870.088060,15191,18.14,3.84,303.33,19.76,286.86,286.83,70.53,212.21,170.15,0.05,0.21,0.84,,0.08,15.30,,,100,1000.0,72.5,94.3,34.0,1000.0,73.0,10.74
1783750870.337894,15200,27.95,3.84,231.18,16.76,154.15,154.13,95.25,58.55,97.55,0.04,0.21,0.81,,0.06,15.30,,,100,1000.0,73.1,92.4,32.0,1000.0,73.9,10.44
1783750870.560983,15208,16.58,3.84,101.94,0.43,101.01,100.99,51.04,42.82,86.57,0.06,0.12,0.70,,0.08,46.91,,,100,1000.0,73.1,92.4,32.0,1000.0,73.9,10.44
1783750870.978356,15212,22.78,3.84,328.84,0.60,272.18,272.15,51.99,218.10,244.55,0.05,0.11,38.08,,18.43,46.91,,,100,1000.0,73.1,92.4,32.0,1000.0,73.9,10.44
1783750871.313731,15218,15.99,4.90,288.92,26.34,257.90,257.87,114.21,143.33,182.72,0.06,13.20,1.50,,1.24,15.02,,,100,1000.0,73.1,92.4,32.0,1000.0,73.9,10.44
1783750871.761960,15223,17.02,4.90,443.35,4.51,349.00,348.97,46.52,291.22,137.15,0.06,8.76,7.89,,0.17,15.02,,,100,1000.0,75.9,98.4,65.0,1000.0,75.8,10.44
1783750871.993657,15231,14.20,4.90,89.70,12.61,88.01,87.98,32.37,53.66,71.57,0.05,0.20,1.33,,0.12,17.90,,,100,1000.0,75.9,98.4,65.0,1000.0,75.8,10.44
1783750872.589481,15234,12.89,3.92,517.34,0.50,455.60,455.58,51.36,403.91,178.91,0.05,0.10,43.05,,18.55,17.90,,,100,1000.0,75.9,98.4,65.0,1000.0,75.8,10.44
1783750873.089024,15246,22.52,3.92,484.10,1.26,343.21,343.19,45.16,297.69,172.43,0.05,0.26,26.29,,28.98,81.40,,,100,1000.0,77.9,96.8,45.0,1000.0,74.8,10.44
1783750873.531578,15259,30.79,3.92,362.65,0.41,346.95,346.93,40.23,306.32,123.93,0.04,0.09,3.95,,0.08,11.54,,,100,1000.0,77.9,96.8,45.0,1000.0,74.8,10.44
1783750873.759575,15266,17.86,3.42,198.65,19.98,197.49,197.47,82.82,104.90,111.96,0.05,0.10,0.94,,0.08,11.54,,,100,1000.0,77.9,96.8,45.0,1000.0,74.8,10.44
1783750874.187762,15272,26.74,3.42,402.45,18.29,330.11,330.08,56.15,263.32,93.54,0.05,11.78,1.56,,0.06,4.60,,,100,1000.0,67.6,92.3,39.0,300.0,74.8,10.44
1783750874.431637,15285,18.90,3.42,69.44,0.45,61.10,61.08,13.99,44.78,59.00,0.07,0.11,0.73,,0.11,7.35,,,100,1000.0,67.6,92.3,39.0,300.0,74.8,10.44
1783750874.966339,15286,14.25,4.14,533.99,0.44,528.28,528.22,40.57,487.11,173.01,0.15,3.58,1.98,,0.09,7.35,,,100,1000.0,67.6,92.3,39.0,300.0,74.8,10.44
1783750875.439869,15298,22.43,4.14,472.55,0.50,375.48,375.45,43.76,331.26,62.70,0.06,0.26,16.77,,3.55,75.56,,,100,1000.0,69.5,95.0,38.0,1000.0,73.9,10.01
1783750875.696044,15307,10.66,4.14,161.00,0.52,155.05,155.03,49.53,102.58,92.43,0.06,0.11,0.80,,0.20,4.79,,,100,1000.0,69.5,95.0,38.0,1000.0,73.9,10.01
1783750876.129060,15312,11.95,4.30,348.67,0.80,338.25,338.23,88.59,245.79,147.74,0.06,0.12,10.19,,0.07,4.79,,,100,1000.0,69.5,95.0,38.0,1000.0,73.9,10.01
1783750876.387666,15319,20.03,4.30,257.87,0.47,220.57,220.54,49.54,170.68,183.15,0.05,0.20,10.99,,10.57,14.94,,,100,1000.0,72.6,93.0,35.0,1000.0,74.8,10.01
1783750876.705812,15325,21.24,4.30,293.55,21.60,240.09,240.07,69.32,163.63,171.31,0.05,1.64,41.11,,10.66,14.94,,,100,1000.0,72.6,93.0,35.0,1000.0,74.8,10.01
1783750876.936016,15333,25.32,4.30,207.77,19.48,202.15,202.13,70.73,117.33,140.04,0.05,0.09,0.92,,0.13,4.43,,,100,1000.0,72.6,93.0,35.0,1000.0,74.8,10.01
1783750877.160594,15340,23.01,4.85,93.56,0.42,86.96,86.94,15.02,43.59,83.30,0.07,0.11,0.79,,5.66,4.43,,,100,1000.0,72.6,93.0,35.0,1000.0,74.8,10.01
1783750877.686714,15343,26.76,4.85,507.56,12.86,344.06,343.99,124.18,209.33,250.74,0.05,0.44,1.05,,9.38,4.43,,,100,1000.0,71.8,96.3,25.0,1000.0,74.8,10.01
1783750878.142330,15354,21.38,4.85,448.72,6.61,406.88,406.86,43.49,353.79,161.14,0.05,10.95,21.05,,0.09,9.69,,,100,1000.0,71.8,96.3,25.0,1000.0,74.8,10.01
1783750878.393007,15368,18.97,2.65,91.39,10.79,59.40,59.38,15.31,40.96,59.03,0.06,0.10,0.68,,0.07,4.40,,,100,1000.0,71.0,90.0,34.0,1000.0,74.8,10.01
1783750878.651640,15371,32.57,2.65,257.90,0.47,253.55,253.53,15.82,237.37,124.62,0.05,0.10,0.79,,3.43,4.40,,,100,1000.0,71.0,90.0,34.0,1000.0,74.8,10.01
1783750878.990237,15377,23.20,2.65,337.91,0.44,336.26,336.24,117.93,217.53,224.05,0.05,0.29,1.24,,0.09,4.40,,,100,1000.0,71.0,90.0,34.0,1000.0,74.8,10.01
1783750879.296671,15384,19.40,3.98,283.55,13.52,237.46,237.43,62.20,174.71,163.70,0.07,2.22,13.82,,10.55,19.46,,,100,1000.0,71.0,90.0,34.0,1000.0,74.8,10.01
1783750879.554122,15389,16.56,3.98,239.06,16.55,222.63,222.60,58.03,164.24,190.80,0.05,0.10,0.75,,0.18,19.46,,,100,1000.0,69.5,92.9,42.0,1000.0,74.8,10.01
1783750879.772945,15396,13.16,3.98,66.03,0.71,64.91,64.88,14.57,48.15,64.39,0.07,0.12,0.85,,0.10,9.25,,,100,1000.0,69.5,92.9,42.0,1000.0,74.8,10.01
1783750880.068836,15398,29.77,3.98,294.74,0.73,262.67,262.64,40.33,221.98,95.55,0.07,0.11,22.72,,9.20,9.25,,,100,1000.0,69.5,92.9,42.0,1000.0,74.8,10.01
1783750880.410150,15404,18.04,4.49,303.38,28.16,280.60,280.58,68.11,192.86,134.04,0.05,6.00,1.21,,0.10,9.48,,,100,1000.0,69.5,92.9,42.0,1000.0,74.8,10.01
1783750880.846582,15411,22.37,4.49,426.88,9.21,384.61,384.59,33.52,343.17,125.52,0.06,0.28,1.38,,0.08,9.48,,,100,1000.0,79.1,98.2,34.0,1000.0,75.8,10.73
1783750881.089041,15418,8.98,4.49,130.32,24.80,106.13,106.11,26.57,79.06,83.50,0.05,0.10,23.96,,0.09,13.18,,,100,1000.0,79.1,98.2,34.0,1000.0,75.8,10.73
1783750881.600797,15422,25.18,3.36,483.22,21.77,477.86,477.84,62.14,405.28,197.25,0.06,0.12,5.10,,0.10,13.18,,,100,1000.0,79.1,98.2,34.0,1000.0,75.8,10.73
1783750881.976145,15434,24.78,3.36,374.25,0.80,321.09,321.06,30.23,290.38,158.55,0.06,10.88,0.78,,2.48,38.36,,,100,1000.0,72.7,94.8,48.0,1000.0,75.8,10.73
1783750882.242743,15444,28.42,3.36,140.54,0.68,133.03,133.01,54.49,77.95,95.87,0.05,0.11,0.75,,0.22,6.39,,,100,1000.0,72.7,94.8,48.0,1000.0,75.8,10.73
1783750882.881084,15448,12.96,3.91,560.49,0.50,539.39,539.36,20.97,518.08,207.87,0.06,0.11,17.12,,3.83,6.39,,,100,1000.0,72.7,94.8,48.0,1000.0,75.8,10.73
1783750883.360677,15459,19.55,3.91,477.38,0.83,403.96,403.93,45.37,358.22,177.71,0.07,0.34,6.70,,5.25,60.46,,,100,1000.0,75.3,96.8,29.0,1000.0,74.8,10.73
1783750883.614448,15471,26.77,3.91,177.62,0.71,166.81,166.79,47.34,107.57,112.54,0.05,0.14,1.10,,0.10,9.43,,,100,1000.0,75.3,96.8,29.0,1000.0,74.8,10.73
1783750883.961161,15476,24.08,4.63,262.90,0.41,229.14,229.12,42.52,186.34,198.78,0.05,9.31,15.01,,9.40,9.43,,,100,1000.0,75.3,96.8,29.0,1000.0,74.8,10.73
1783750884.580499,15483,22.62,4.63,572.84,18.96,365.95,365.93,59.08,288.20,179.98,0.05,0.30,0.80,,0.08,30.32,,,100,1000.0,74.0,93.9,34.0,1000.0,75.8,10.73
1783750884.908041,15496,27.19,4.63,131.31,0.66,128.94,128.92,76.63,41.10,82.70,0.05,0.11,1.62,,0.59,6.71,,,100,1000.0,74.0,93.9,34.0,1000.0,75.8,10.73
1783750885.259503,15498,15.12,3.08,350.53,0.52,339.76,339.74,50.00,289.27,234.05,0.13,0.13,10.53,,0.07,6.71,,,100,1000.0,74.0,93.9,34.0,1000.0,75.8,10.73
1783750885.504353,15505,19.93,3.08,244.15,0.44,192.03,192.01,48.92,139.03,51.03,0.07,0.15,33.92,,0.12,17.35,,,100,1000.0,71.4,95.1,56.0,1000.0,74.8,10.35
1783750886.040419,15511,23.40,3.08,523.84,11.37,485.38,485.35,52.69,428.76,177.87,0.04,10.59,27.73,,0.09,17.35,,,100,1000.0,71.4,95.1,56.0,1000.0,74.8,10.35
1783750886.278236,15525,21.19,3.93,141.38,0.51,137.22,137.17,38.74,87.33,98.73,0.06,0.20,3.74,,0.15,6.57,,,100,1000.0,71.4,95.1,56.0,1000.0,74.8,10.35
1783750886.856547,15527,14.03,3.93,577.14,0.79,569.77,569.75,15.44,553.96,196.96,0.07,0.13,6.20,,0.20,6.57,,,100,1000.0,69.8,89.9,31.0,1000.0,74.8,10.35
1783750887.267376,15539,20.77,3.93,410.11,0.46,392.01,391.99,43.57,347.71,131.95,0.05,0.21,0.75,,0.08,17.01,,,100,1000.0,69.8,89.9,31.0,1000.0,74.8,10.35
1783750887.609689,15551,18.18,2.55,156.65,0.44,149.12,149.10,16.17,132.63,112.50,0.05,0.11,0.76,,0.08,6.53,,,100,1000.0,72.2,99.0,41.0,1000.0,74.8,10.35
1783750888.067101,15554,13.62,2.55,383.13,0.42,368.35,368.33,13.59,354.43,127.60,0.05,0.09,14.58,,0.07,6.53,,,100,1000.0,72.2,99.0,41.0,1000.0,74.8,10.35
1783750888.464283,15562,20.84,3.95,396.47,0.46,343.56,343.54,104.63,228.26,177.53,0.05,10.35,0.77,,0.07,41.67,,,100,1000.0,72.2,99.0,41.0,1000.0,74.8,10.35
1783750888.784941,15570,19.45,3.95,305.82,14.22,218.23,218.15,47.90,162.74,134.27,0.06,0.71,1.15,,10.10,41.67,,,100,1000.0,72.2,95.7,39.0,1000.0,73.9,10.35
1783750888.995633,15577,10.43,3.95,112.28,0.45,111.36,111.33,59.50,48.53,66.88,0.05,0.10,0.70,,0.08,6.68,,,100,1000.0,72.2,95.7,39.0,1000.0,73.9,10.35
1783750889.620872,15579,9.11,4.32,514.72,12.37,452.98,452.95,81.60,360.70,224.68,0.09,0.12,61.50,,0.07,6.68,,,100,1000.0,72.2,95.7,39.0,1000.0,73.9,10.35
1783750890.035070,15588,17.43,4.32,412.65,0.58,374.52,374.48,31.33,342.62,133.33,0.06,0.27,3.92,,0.08,32.65,,,100,1000.0,75.1,96.5,60.0,1000.0,74.8,10.35
1783750890.300909,15602,31.13,4.32,141.85,0.47,133.24,133.21,49.22,83.51,95.04,0.05,0.13,1.58,,0.13,6.73,,,100,1000.0,75.1,96.5,60.0,1000.0,74.8,10.35
1783750890.797951,15606,15.66,4.25,368.63,20.57,342.46,342.44,93.84,248.14,139.27,0.05,0.11,22.82,,3.19,6.73,,,100,1000.0,75.1,96.5,60.0,1000.0,74.8,10.35
1783750891.219249,15614,20.11,4.25,392.15,19.32,313.17,313.14,38.43,273.41,143.87,0.05,1.61,12.71,,0.08,18.12,,,100,1000.0,67.9,94.3,39.0,1000.0,73.9,9.76
1783750891.440793,15624,23.55,4.25,189.00,28.46,186.84,186.82,56.08,130.38,86.38,0.05,0.27,1.60,,0.24,18.12,,,100,1000.0,67.9,94.3,39.0,1000.0,73.9,9.76
1783750891.710447,15632,21.24,4.25,80.37,0.54,79.47,79.44,21.60,57.48,58.50,0.05,0.12,0.67,,0.07,5.65,,,100,1000.0,67.9,94.3,39.0,1000.0,73.9,9.76
1783750892.252994,15635,19.88,4.99,441.32,10.70,430.38,430.36,69.48,357.34,241.32,0.05,0.51,0.87,,9.42,5.65,,,100,1000.0,67.9,94.3,39.0,1000.0,73.9,9.76
1783750892.778178,15646,23.87,4.99,505.63,19.20,405.17,405.14,15.17,389.48,129.20,0.05,0.20,15.19,,2.78,28.21,,,100,1000.0,74.1,94.3,40.0,1000.0,75.8,9.76
1783750893.091331,15663,37.83,2.63,148.46,0.50,133.10,133.07,59.32,71.45,90.44,0.05,0.15,1.90,,13.27,7.76,,,100,1000.0,74.1,94.3,40.0,1000.0,75.8,9.76
1783750893.622676,15665,12.22,2.63,516.16,13.05,498.20,498.18,84.13,395.25,296.92,0.05,4.93,1.41,,11.58,7.76,,,100,1000.0,74.1,94.3,40.0,1000.0,75.8,9.76
1783750894.095253,15677,22.15,2.60,446.92,25.09,429.47,429.45,35.86,393.29,176.20,0.05,0.20,0.98,,0.07,11.95,,,100,1000.0,69.4,92.7,47.0,1000.0,74.8,9.76
1783750894.319031,15687,13.83,2.60,148.48,0.40,143.09,143.07,24.09,118.67,105.84,0.06,0.10,0.73,,0.08,4.43,,,100,1000.0,69.4,92.7,47.0,1000.0,74.8,9.76
1783750894.520480,15690,20.10,2.60,200.70,0.51,152.42,152.38,16.87,50.66,139.86,0.10,0.14,20.78,,27.30,4.43,,,100,1000.0,69.4,92.7,47.0,1000.0,74.8,9.76
1783750894.921581,15695,21.70,2.60,371.41,9.82,366.38,366.36,34.35,323.69,238.67,0.05,0.10,4.09,,0.80,4.43,,,100,1000.0,69.4,92.7,47.0,1000.0,74.8,9.76
1783750895.373096,15705,26.83,3.91,450.26,0.93,365.24,365.21,44.24,320.51,147.39,0.06,3.94,14.40,,5.57,60.09,,,100,1000.0,70.4,93.7,48.0,1000.0,74.8,9.78
1783750895.723275,15717,20.96,3.91,233.69,0.65,148.63,148.61,14.97,133.17,104.01,0.06,0.14,0.87,,0.21,83.79,,,100,1000.0,70.4,93.7,48.0,1000.0,74.8,9.78
1783750895.944081,15721,16.29,3.91,208.94,11.57,207.72,207.70,57.44,149.04,102.42,0.05,0.11,0.97,,0.08,83.79,,,100,1000.0,70.4,93.7,48.0,1000.0,74.8,9.78
1783750896.261222,15725,19.08,3.91,316.45,0.45,314.70,314.68,103.96,191.40,262.85,0.11,0.11,0.87,,0.17,83.79,,,100,1000.0,76.7,98.0,32.0,1000.0,75.8,9.78
1783750896.743896,15732,22.03,3.65,481.41,0.90,420.06,420.03,64.43,355.21,129.38,0.05,19.90,0.98,,0.07,18.18,,,100,1000.0,76.7,98.0,32.0,1000.0,75.8,9.78
1783750896.955014,15743,30.75,3.65,144.19,0.91,133.05,133.03,37.66,95.05,92.12,0.05,0.10,0.92,,2.60,7.48,,,100,1000.0,76.7,98.0,32.0,1000.0,75.8,9.78
1783750897.184500,15746,15.80,3.65,165.48,0.45,129.43,129.41,14.44,43.95,116.69,0.07,0.10,35.17,,0.74,7.48,,,100,1000.0,68.6,91.8,46.0,1000.0,74.8,9.78
1783750897.629706,15751,22.52,3.65,388.61,47.00,387.59,387.57,55.34,320.87,188.30,0.05,0.21,0.71,,0.07,7.48,,,100,1000.0,68.6,91.8,46.0,1000.0,74.8,9.78
1783750898.137661,15759,20.55,4.30,507.24,0.48,488.61,488.58,49.59,437.40,160.21,0.05,0.14,2.07,,1.73,14.64,,,100,1000.0,68.6,91.8,46.0,1000.0,74.8,9.78
1783750898.411889,15774,23.15,4.30,88.56,0.85,83.04,83.02,20.06,62.24,74.90,0.21,0.13,5.03,,0.30,6.79,,,100,1000.0,70.4,94.2,42.0,1000.0,73.9,9.78
1783750898.725029,15776,22.30,4.30,312.02,0.83,263.99,263.97,17.09,246.58,156.32,0.07,0.10,38.86,,9.03,6.79,,,100,1000.0,70.4,94.2,42.0,1000.0,73.9,9.78
1783750899.053303,15782,18.63,4.30,318.32,0.47,292.65,292.63,95.45,196.77,244.64,0.06,0.21,0.77,,0.19,24.46,,,100,1000.0,70.4,94.2,42.0,1000.0,73.9,9.78
1783750899.462544,15788,18.03,3.77,394.69,9.08,353.90,353.88,58.41,284.94,202.72,0.06,0.18,24.01,,16.56,24.46,,,100,1000.0,70.4,94.2,42.0,1000.0,73.9,9.78
1783750899.757221,15802,23.83,3.77,124.97,0.50,123.42,123.39,18.35,54.61,120.84,0.49,0.21,1.17,,0.12,22.48,,,100,1000.0,70.5,96.9,37.0,1000.0,74.8,9.78
1783750900.103896,15804,15.92,3.77,345.99,0.42,345.06,345.04,22.49,319.85,252.45,0.07,0.10,0.72,,0.07,22.48,,,100,1000.0,70.5,96.9,37.0,1000.0,74.8,9.78
1783750900.328630,15812,23.08,3.77,224.03,0.47,200.58,200.55,33.60,166.65,154.87,0.05,0.27,1.21,,0.16,21.77,,,100,1000.0,70.5,96.9,37.0,1000.0,74.8,9.78
1783750900.772650,15817,19.94,3.82,417.34,23.84,413.48,413.46,48.57,364.54,161.45,0.05,1.01,1.51,,1.30,21.77,,,100,1000.0,70.5,96.9,37.0,1000.0,74.8,9.78
1783750900.995732,15830,18.37,3.82,58.41,0.51,56.12,56.07,15.59,40.14,40.46,0.07,0.17,1.99,,0.07,6.08,,,100,1000.0,70.6,93.0,39.0,1000.0,73.9,10.52
1783750901.356590,15831,16.92,3.82,360.16,0.47,328.02,327.99,53.89,273.78,170.29,0.07,0.11,13.56,,18.42,6.08,,,100,1000.0,70.6,93.0,39.0,1000.0,73.9,10.52
